pkid,sattag_program,device_id,ptt,body,device_wmo_ref,tag_type,common_name,species,release_lat,release_lon,release_site,state_country,release_date,recovery_date,age_class,sex,length,girth,estimated_mass,actual_mass,sample,comment,pi,institution,abstract,opendap_url,metadata
,ct148,ct148-945-18,67137,14945,Q9901130,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-946-18,67135,14946,Q9901131,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-947-18,67134,14947,Q9901132,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-948-18,67131,14948,Q9901179,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-961-18,67130,14961,Q9901151,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-962-18,67129,14962,Q9901159,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-963-18,67127,14963,Q9901133,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-964-18,67121,14964,Q9901171,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-965-18,67093,14965,Q9901177,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-966-18,67030,14966,Q9901175,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-967-18,67037,14967,Q9901168,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-968-18,67038,14968,Q9901167,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-969-18,67077,14969,Q9901152,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,ct148,ct148-970-18,67024,14970,Q9901174,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,,,,,
,wd3,wd3-CTD1-07,72527,10553,,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,20/2/07,,,,,,,,,,Mark Hindell,IMAS,,,
,wd3,wd3-CTD2-07,72528,10554,,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,20/2/07,,,,,,,,,,Mark Hindell,IMAS,,,
,wd3,wd3-CTD3-07,72529,10555,,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,20/2/07,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-922-18,67010,14922,Q9901173,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-923-18,67011,14923,Q9901142,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-924-18,67012,14924,Q9901134,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-925-18,67013,14925,Q9901166,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-926-18,67022,14926,Q9901135,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-927-18,67018,14927,Q9901143,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-928-18,67019,14928,Q9901136,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-929-18,67020,14929,Q9901144,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-930-18,67021,14930,Q9901145,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct149,ct149-931-18,67014,14931,Q9901160,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ft24,ft24-917-18,66995,14917,Q9901153,SMRU SRDL CTD-Fluorometer,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ft24,ft24-918-18,66996,14918,Q9901139,SMRU SRDL CTD-Fluorometer,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ft24,ft24-919-18,66997,14919,Q9901154,SMRU SRDL CTD-Fluorometer,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ft24,ft24-920-18,66998,14920,Q9901140,SMRU SRDL CTD-Fluorometer,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ft24,ft24-921-18,66999,14921,Q9901141,SMRU SRDL CTD-Fluorometer,Southern Elephant Seal,Mirounga leonina,-49.25,69.167,Kerguelen Islands,French Overseas Territory,,,,,,,,,,,Mark Hindell,IMAS,,,
,ct150,ct150-354BAT-16,167358,14354,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-360BAT-16,167354,14360,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-361BAT-16,167368,14361,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-416BAT-16,167360,14416,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-419BAT-16,167364,14419,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-422BAT-16,167367,14422,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-440BAT-16,167361,14440,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-441BAT-16,167362,14441,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-971-BULL-18,67175,14971,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-972-BULL-18,67179,14972,Q9901191,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-973-BULL-18,67181,14973,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-974-VERT-18,67165,14974,Q9901199,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-975-VERT-18,67169,14975,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-976-VERT-18,67170,14976,Q9901192,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-977-VERT-18,67171,14977,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-978-VERT-18,67172,14978,Q9901193,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-979-VERT-18,67212,14979,Q9901198,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-980-BULL-18,67191,14980,Q9901197,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-77.85,166.75,Scott Base,New Zealand Antarctic Territory,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-981-BULL-18,67192,14981,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,ct150,ct150-982-BULL-18,67173,14982,,SMRU CTD tag,,,,,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
,wd11,wd11-357BAT-16,167357,14357,,SMRU CTD tag,,,,,,,,,,,,,,,,,,,,,
,wd11,wd11-368BAT-16,167356,14368,Q9901188,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,15/2/19,,subadult,male,240,95,210,285.5,Whisker (stable isotope),,Mark Hindell,IMAS,,,
,wd11,wd11-411-16,164274,14411,,SMRU CTD tag,,,,,,,,,,,,,,,,,,,,,
,wd11,wd11-417BAT-16,167363,14417,,SMRU CTD tag,,,,,,,,,,,,,,,,,,,,,
,wd11,wd11-418BAT-16,167365,14418,Q9901189,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,16/2/19,,subadult,male,248,110,250,292,Whisker (stable isotope),,Mark Hindell,IMAS,,,
,wd11,wd11-421BAT-16,167355,14421,Q9901190,SMRU CTD tag,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,15/2/19,,adult,female,237,89,330,300.8,Whisker (stable isotope),,Mark Hindell,IMAS,,,
,wd11,wd11-682-17,44682,14682,Q9901182,SMRU SRDL CTD-Fluorometer,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,7/2/19,,adult,female,255,95,320,349.6,Whisker (stable isotope),,Mark Hindell,IMAS,,,
,wd11,wd11-687-18,67834,14687,Q9901180,SMRU SRDL CTD-Fluorometer,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,5/2/19,,subadult,female,218,85,250,216.6,Whisker (stable isotope),,Mark Hindell,IMAS,,,
,wd11,wd11-765-18,164279,14765,,SMRU SRDL CTD-Fluorometer,,,,,,,,,,,,,,,,,,,,,
,wd11,wd11-768-18,67831,14768,Q9901178,SMRU SRDL CTD-Fluorometer,Weddell Seal,Leptonychotes weddelli,-66.658,140.001,Dumont d'Urville,French Antarctic Territory,2/2/19,,subadult,male,227,83,250,247,Whisker (stable isotope),,Mark Hindell,IMAS,,,
